Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
36,EXTEROWNER,Extermination – Owner,"Section 16.24.370 (A) - Extermination Required (Owner Responsibility) The owner of any building or structure shall be responsible for extermination within the building or structure, or part thereof, prior to renting or leasing the building or structure, or part thereof.",CAAH_EXTER_OWNER,"['Extermination', '–', 'Owner']","['Section', '16.24.370', '(', 'A', ')', '-', 'Extermination', 'Required', '(', 'Owner', 'Responsibility', ')', 'The', 'owner', 'of', 'any', 'building', 'or', 'structure', 'shall', 'be', 'responsible', 'for', 'extermination', 'within', 'the', 'building', 'or', 'structure', ',', 'or', 'part', 'thereof', ',', 'prior', 'to', 'renting', 'or', 'leasing', 'the', 'building', 'or', 'structure', ',', 'or', 'part', 'thereof', '.']"
37,EXTERREQ,Extermination Required,"Section 16.24.370 - Extermination Required. Approved extermination processes that are not injurious to human health shall be promptly employed to rid any building or structure in which insects or rodents are found. After extermination, proper precautions shall be taken to prevent re-infestation.",CAAH_EXTER_REQ,"['Extermination', 'Required']","['Section', '16.24.370', '-', 'Extermination', 'Required', '.', 'Approved', 'extermination', 'processes', 'that', 'are', 'not', 'injurious', 'to', 'human', 'health', 'shall', 'be', 'promptly', 'employed', 'to', 'rid', 'any', 'building', 'or', 'structure', 'in', 'which', 'insects', 'or', 'rodents', 'are', 'found', '.', 'After', 'extermination', ',', 'proper', 'precautions', 'shall', 'be', 'taken', 'to', 'prevent', 're-infestation', '.']"
38,EXTERSOCC,Extermination – Occupant,Section 16.24.370 (D) - Extermination Required (Occupant) The occupant of any building or structure shall be responsible for the continued rodent and pest-free condition of the structure.,CAAH_EXTER_SOCCUP,"['Extermination', '–', 'Occupant']","['Section', '16.24.370', '(', 'D', ')', '-', 'Extermination', 'Required', '(', 'Occupant', ')', 'The', 'occupant', 'of', 'any', 'building', 'or', 'structure', 'shall', 'be', 'responsible', 'for', 'the', 'continued', 'rodent', 'and', 'pest-free', 'condition', 'of', 'the', 'structure', '.']"
39,EXTEXAH,Exterior Prop Area – Exhaust Vents,"Section 16.24.330 (G) – Exhaust Vents: Exhaust pipes, ducts, conductors, fans, vents, or blowers shall not discharge gases, steam, vapor, hot air, crease, smoke, odors, or other gaseous or particulate wastes directly upon abutting or adjacent public or private property or that of another tenant.",CAAH_EXT_EXAH,"['Exterior', 'Prop', 'Area', '–', 'Exhaust', 'Vents']","['Section', '16.24.330', '(', 'G', ')', '–', 'Exhaust', 'Vents', ':', 'Exhaust', 'pipes', ',', 'ducts', ',', 'conductors', ',', 'fans', ',', 'vents', ',', 'or', 'blowers', 'shall', 'not', 'discharge', 'gases', ',', 'steam', ',', 'vapor', ',', 'hot', 'air', ',', 'crease', ',', 'smoke', ',', 'odors', ',', 'or', 'other', 'gaseous', 'or', 'particulate', 'wastes', 'directly', 'upon', 'abutting', 'or', 'adjacent', 'public', 'or', 'private', 'property', 'or', 'that', 'of', 'another', 'tenant', '.']"
40,EXTEXTWALL,Exterior of Buildings – Exterior Walls,"Section 16.24.340 (F) – Exterior Walls: All exterior walls shall be free from holes, breaks, and loose or rotting materials, and shall be maintained in a weatherproof and properly coated where required to prevent deterioration.",CAAH_EXT_EXTWALL,"['Exterior', 'of', 'Buildings', '–', 'Exterior', 'Walls']","['Section', '16.24.340', '(', 'F', ')', '–', 'Exterior', 'Walls', ':', 'All', 'exterior', 'walls', 'shall', 'be', 'free', 'from', 'holes', ',', 'breaks', ',', 'and', 'loose', 'or', 'rotting', 'materials', ',', 'and', 'shall', 'be', 'maintained', 'in', 'a', 'weatherproof', 'and', 'properly', 'coated', 'where', 'required', 'to', 'prevent', 'deterioration', '.']"
41,EXTFDWALL,Exterior of Buildings – Foundation Walls,Section 16.24.340 (E) – Foundation Walls: All foundation walls shall be maintained plump and free from open cracks and break and shall be kept in such condition so as to prevent the entry of rodents and other pests.,CAAH_EXT_FDWALL,"['Exterior', 'of', 'Buildings', '–', 'Foundation', 'Walls']","['Section', '16.24.340', '(', 'E', ')', '–', 'Foundation', 'Walls', ':', 'All', 'foundation', 'walls', 'shall', 'be', 'maintained', 'plump', 'and', 'free', 'from', 'open', 'cracks', 'and', 'break', 'and', 'shall', 'be', 'kept', 'in', 'such', 'condition', 'so', 'as', 'to', 'prevent', 'the', 'entry', 'of', 'rodents', 'and', 'other', 'pests', '.']"
42,EXTFENMAIN,Exterior Prop Area – Fence Material Main,"Section 16.24.330 (M) – Fence Maintenance: Metal fences shall consist of materials manufactured and/or treated in a manner to prevent rust or corrosion. Wood fences shall be painted, stained or preserved in a manner to maintain the fence in food structural condition. This is not limited to the replacement of broken boards or sections and preventing paint from peeling.",CAAH_EXT_FENMAINT,"['Exterior', 'Prop', 'Area', '–', 'Fence', 'Material', 'Main']","['Section', '16.24.330', '(', 'M', ')', '–', 'Fence', 'Maintenance', ':', 'Metal', 'fences', 'shall', 'consist', 'of', 'materials', 'manufactured', 'and/or', 'treated', 'in', 'a', 'manner', 'to', 'prevent', 'rust', 'or', 'corrosion', '.', 'Wood', 'fences', 'shall', 'be', 'painted', ',', 'stained', 'or', 'preserved', 'in', 'a', 'manner', 'to', 'maintain', 'the', 'fence', 'in', 'food', 'structural', 'condition', '.', 'This', 'is', 'not', 'limited', 'to', 'the', 'replacement', 'of', 'broken', 'boards', 'or', 'sections', 'and', 'preventing', 'paint', 'from', 'peeling', '.']"
43,EXTFENMAT,Exterior Prop Area – Fencing Materials,"Section 16.24.330 (L) – Fencing Materials: Fencing shall be either woven wire or chain link, wrought iron, wood, vinyl, steel or aluminum slats, masonry consisting of brick, concrete block, split-face block, dry-stack stones, or stones and mortar;  Plastic or other approved synthetic material, or decorative-type split rail or dry-stack stone used for decorative fences.",CAAH_EXT_FENMAT,"['Exterior', 'Prop', 'Area', '–', 'Fencing', 'Materials']","['Section', '16.24.330', '(', 'L', ')', '–', 'Fencing', 'Materials', ':', 'Fencing', 'shall', 'be', 'either', 'woven', 'wire', 'or', 'chain', 'link', ',', 'wrought', 'iron', ',', 'wood', ',', 'vinyl', ',', 'steel', 'or', 'aluminum', 'slats', ',', 'masonry', 'consisting', 'of', 'brick', ',', 'concrete', 'block', ',', 'split-face', 'block', ',', 'dry-stack', 'stones', ',', 'or', 'stones', 'and', 'mortar', ';', 'Plastic', 'or', 'other', 'approved', 'synthetic', 'material', ',', 'or', 'decorative-type', 'split', 'rail', 'or', 'dry-stack', 'stone', 'used', 'for', 'decorative', 'fences', '.']"
44,EXTGATE,Exterior Prop Area – Gates,"Section 16.24.330 (I) – Gates: gates which are required to be self-closing and self-latching, in accordance with the Building Code shall be maintained such that the gate will positively close and latch when released from a still position of six inches from the gatepost.",CAAH_EXT_GATE,"['Exterior', 'Prop', 'Area', '–', 'Gates']","['Section', '16.24.330', '(', 'I', ')', '–', 'Gates', ':', 'gates', 'which', 'are', 'required', 'to', 'be', 'self-closing', 'and', 'self-latching', ',', 'in', 'accordance', 'with', 'the', 'Building', 'Code', 'shall', 'be', 'maintained', 'such', 'that', 'the', 'gate', 'will', 'positively', 'close', 'and', 'latch', 'when', 'released', 'from', 'a', 'still', 'position', 'of', 'six', 'inches', 'from', 'the', 'gatepost', '.']"
45,EXTGBAWIN,Exterior of Bldgs – Guards Basement Wind,"Section 16.24.340 (S) – Guards for Basement Windows: Every basement or cellar window, that is openable, shall be supplied with screens of standard-size mesh, or other approved protection against the entry of rodents.",CAAH_GBAWIN,"['Exterior', 'of', 'Bldgs', '–', 'Guards', 'Basement', 'Wind']","['Section', '16.24.340', '(', 'S', ')', '–', 'Guards', 'for', 'Basement', 'Windows', ':', 'Every', 'basement', 'or', 'cellar', 'window', ',', 'that', 'is', 'openable', ',', 'shall', 'be', 'supplied', 'with', 'screens', 'of', 'standard-size', 'mesh', ',', 'or', 'other', 'approved', 'protection', 'against', 'the', 'entry', 'of', 'rodents', '.']"
46,EXTGLAZ,Exterior of Buildings – Glazing,Section 16.24.340 (N) – Glazing: All glazing materials shall be maintained free from cracks and holes.,CAAH_EXT_GLAZ,"['Exterior', 'of', 'Buildings', '–', 'Glazing']","['Section', '16.24.340', '(', 'N', ')', '–', 'Glazing', ':', 'All', 'glazing', 'materials', 'shall', 'be', 'maintained', 'free', 'from', 'cracks', 'and', 'holes', '.']"
47,EXTGRAD,Exterior Prop Area – Grading Required,"Section 16.24.330 (C) – Grading Required: All premises shall be graded and maintained to prevent the erosion of soil and to prevent the accumulation of stagnant water thereon, or within any building or structure located thereon.",CAAH_EXT_GRAD,"['Exterior', 'Prop', 'Area', '–', 'Grading', 'Required']","['Section', '16.24.330', '(', 'C', ')', '–', 'Grading', 'Required', ':', 'All', 'premises', 'shall', 'be', 'graded', 'and', 'maintained', 'to', 'prevent', 'the', 'erosion', 'of', 'soil', 'and', 'to', 'prevent', 'the', 'accumulation', 'of', 'stagnant', 'water', 'thereon', ',', 'or', 'within', 'any', 'building', 'or', 'structure', 'located', 'thereon', '.']"
48,EXTGUTTTER,Exterior of Bldgs – Roofs– Gutter Sys,"Section 16.24.340 (G) – Roof Gutters: Roof drains, gutters, and downspouts shall be maintained in good repair and free from obstructions. Water shall not be discharged in a manner that creates a public nuisance.",CAAH_EXT_GUTTER,"['Exterior', 'of', 'Bldgs', '–', 'Roofs–', 'Gutter', 'Sys']","['Section', '16.24.340', '(', 'G', ')', '–', 'Roof', 'Gutters', ':', 'Roof', 'drains', ',', 'gutters', ',', 'and', 'downspouts', 'shall', 'be', 'maintained', 'in', 'good', 'repair', 'and', 'free', 'from', 'obstructions', '.', 'Water', 'shall', 'not', 'be', 'discharged', 'in', 'a', 'manner', 'that', 'creates', 'a', 'public', 'nuisance', '.']"
49,EXTHANDGRD,Exterior of Bldgs – Handrails and Guards,Section 16.24.340 (L) – Handrails and Guards: Every handrail and guard shall be firmly fastened and capable of supporting normally imposed loads and shall be maintained in good condition.,CAAH_EXT_HANDGRD,"['Exterior', 'of', 'Bldgs', '–', 'Handrails', 'and', 'Guards']","['Section', '16.24.340', '(', 'L', ')', '–', 'Handrails', 'and', 'Guards', ':', 'Every', 'handrail', 'and', 'guard', 'shall', 'be', 'firmly', 'fastened', 'and', 'capable', 'of', 'supporting', 'normally', 'imposed', 'loads', 'and', 'shall', 'be', 'maintained', 'in', 'good', 'condition', '.']"
50,EXTOPNWIN,Exterior of Buildings – Openable Windows,"Section 16.24.340 (O) – Openable Windows: Every window, other than a fixed window shall open and close easily and shall be capable of being held in either position by window hardware.",CAAH_EXT_OPNWIN,"['Exterior', 'of', 'Buildings', '–', 'Openable', 'Windows']","['Section', '16.24.340', '(', 'O', ')', '–', 'Openable', 'Windows', ':', 'Every', 'window', ',', 'other', 'than', 'a', 'fixed', 'window', 'shall', 'open', 'and', 'close', 'easily', 'and', 'shall', 'be', 'capable', 'of', 'being', 'held', 'in', 'either', 'position', 'by', 'window', 'hardware', '.']"
51,EXTOVEXT,Exterior of Bldgs – Overhang Extensions,"Section 16.24.340 (I) – Overhang Extensions: All overhang extensions including, but not limited to canopies, marquees, signs, metal awnings, fire escapes, standpipes, and exhaust ducts shall be maintained in good repair and shall be properly anchored so as to be in a sound condition. ",CAAH_EXT_OVEXT,"['Exterior', 'of', 'Bldgs', '–', 'Overhang', 'Extensions']","['Section', '16.24.340', '(', 'I', ')', '–', 'Overhang', 'Extensions', ':', 'All', 'overhang', 'extensions', 'including', ',', 'but', 'not', 'limited', 'to', 'canopies', ',', 'marquees', ',', 'signs', ',', 'metal', 'awnings', ',', 'fire', 'escapes', ',', 'standpipes', ',', 'and', 'exhaust', 'ducts', 'shall', 'be', 'maintained', 'in', 'good', 'repair', 'and', 'shall', 'be', 'properly', 'anchored', 'so', 'as', 'to', 'be', 'in', 'a', 'sound', 'condition', '.']"
52,EXTPIDNRES,Exterior of Bldgs – Premises ID Nonres,"Section 16.24.340 (C)(2) – Premises Identification: All buildings and structures within Metropolitan Nashville and Davidson County shall have approved address numbers posted – Nonresidential property shall have their numbers six inches or larger, on a contrasting background and in a position plainly visible and legible from the street or road fronting the property.",CAAH_EXT_PIDNRES,"['Exterior', 'of', 'Bldgs', '–', 'Premises', 'ID', 'Nonres']","['Section', '16.24.340', '(', 'C', ')', '(', '2', ')', '–', 'Premises', 'Identification', ':', 'All', 'buildings', 'and', 'structures', 'within', 'Metropolitan', 'Nashville', 'and', 'Davidson', 'County', 'shall', 'have', 'approved', 'address', 'numbers', 'posted', '–', 'Nonresidential', 'property', 'shall', 'have', 'their', 'numbers', 'six', 'inches', 'or', 'larger', ',', 'on', 'a', 'contrasting', 'background', 'and', 'in', 'a', 'position', 'plainly', 'visible', 'and', 'legible', 'from', 'the', 'street', 'or', 'road', 'fronting', 'the', 'property', '.']"
53,EXTPIMFAM,Exterior of Bldg – Premises ID Multi-Fam,"Section 16.24.340 (C)(3) – Premises Identification: All buildings and structures within Metropolitan Nashville and Davidson County shall have approved address numbers posted – Multifamily buildings shall have their numbers six inches or larger, on a contrasting background and in a position plainly visible and legible from the street or road fronting the property.",CAAH_EXT_PIMFAM,"['Exterior', 'of', 'Bldg', '–', 'Premises', 'ID', 'Multi-Fam']","['Section', '16.24.340', '(', 'C', ')', '(', '3', ')', '–', 'Premises', 'Identification', ':', 'All', 'buildings', 'and', 'structures', 'within', 'Metropolitan', 'Nashville', 'and', 'Davidson', 'County', 'shall', 'have', 'approved', 'address', 'numbers', 'posted', '–', 'Multifamily', 'buildings', 'shall', 'have', 'their', 'numbers', 'six', 'inches', 'or', 'larger', ',', 'on', 'a', 'contrasting', 'background', 'and', 'in', 'a', 'position', 'plainly', 'visible', 'and', 'legible', 'from', 'the', 'street', 'or', 'road', 'fronting', 'the', 'property', '.']"
54,EXTPOR,Exterior of Buildings - Porches,"Section 16.24.340 (J) – Porches: Every exterior porch and all appurtenances attached thereto shall be maintained structurally sound, in good repair, with proper anchorage, and shall be capable of supporting the imposed loads.",CAAH_EXT_PORC,"['Exterior', 'of', 'Buildings', '-', 'Porches']","['Section', '16.24.340', '(', 'J', ')', '–', 'Porches', ':', 'Every', 'exterior', 'porch', 'and', 'all', 'appurtenances', 'attached', 'thereto', 'shall', 'be', 'maintained', 'structurally', 'sound', ',', 'in', 'good', 'repair', ',', 'with', 'proper', 'anchorage', ',', 'and', 'shall', 'be', 'capable', 'of', 'supporting', 'the', 'imposed', 'loads', '.']"
55,EXTPRKAR,Exterior Prop Area – Designated Parking,Section 16.24.330 (K)(3) – Vehicle Parking Area: Any paved or graveled parking area for private residential property shall not exceed twenty-five percent of the total lot area. ,CAAH_EXT_PRKAR,"['Exterior', 'Prop', 'Area', '–', 'Designated', 'Parking']","['Section', '16.24.330', '(', 'K', ')', '(', '3', ')', '–', 'Vehicle', 'Parking', 'Area', ':', 'Any', 'paved', 'or', 'graveled', 'parking', 'area', 'for', 'private', 'residential', 'property', 'shall', 'not', 'exceed', 'twenty-five', 'percent', 'of', 'the', 'total', 'lot', 'area', '.']"
56,EXTPTMET,Exterior of Bldgs – Treatment Metal Sur,Section 16.24.340 (B) – Protective Treatment (Metal Surfaces): All exterior surfaces shall be maintained in good condition. All metal surfaces subject to rust or corrosion shall be coated to inhibit such rust and corrosion and all surfaces with rust or corrosion shall be stabilized and coated to inhibit future rust and corrosion.,CAAH_EXT_PTMET,"['Exterior', 'of', 'Bldgs', '–', 'Treatment', 'Metal', 'Sur']","['Section', '16.24.340', '(', 'B', ')', '–', 'Protective', 'Treatment', '(', 'Metal', 'Surfaces', ')', ':', 'All', 'exterior', 'surfaces', 'shall', 'be', 'maintained', 'in', 'good', 'condition', '.', 'All', 'metal', 'surfaces', 'subject', 'to', 'rust', 'or', 'corrosion', 'shall', 'be', 'coated', 'to', 'inhibit', 'such', 'rust', 'and', 'corrosion', 'and', 'all', 'surfaces', 'with', 'rust', 'or', 'corrosion', 'shall', 'be', 'stabilized', 'and', 'coated', 'to', 'inhibit', 'future', 'rust', 'and', 'corrosion', '.']"
